"","id_ccbh","bpo_ecoli","cco_ecoli","mfo_ecoli","bp_ecoli","cc_ecoli","mf_ecoli","bpo_pao1","cco_pao1","mfo_pao1","bp_pao1","cc_pao1","mf_pao1"
"1","PA4851_00165",0.125,0.669,0.143,1,3,1,0,0,0,0,0,0
"2","PA4851_00185",NA,NA,0.308,NA,NA,2,0,0,0,0,0,0
"3","PA4851_00220",NA,NA,0.049,NA,NA,1,0,0,0,0,0,0
"4","PA4851_00235",0.215,0.05,0.23,1,1,1,0,0,0,0,0,0
"5","PA4851_00250",NA,NA,0.071,NA,NA,1,0,0,0,0,0,0
"6","PA4851_00255",NA,0.399,NA,NA,2,NA,0,0,0,0,0,0
"7","PA4851_00265",NA,0.492,NA,NA,2,NA,0,0,0,0,0,0
"8","PA4851_00270",0.203,NA,0.482,1,NA,2,0,0,0,0,0,0
"9","PA4851_00310",0.227,0.236,0.658,1,1,3,0,0,0,0,0,0
"10","PA4851_00355",0.126,NA,0.161,1,NA,1,0,0,0,0,0,0
"11","PA4851_00380",0.083,NA,0.362,1,NA,2,0,0,0,0,0,0
"12","PA4851_00605",NA,NA,0.094,NA,NA,1,0,0,0,0,0,0
"13","PA4851_00610",0.273,NA,0.167,2,NA,1,0,0,0,0,0,0
"14","PA4851_00680",0.103,NA,NA,1,NA,NA,0,0,0,0,0,0
"15","PA4851_00735",NA,NA,0.543,NA,NA,3,0,0,0,0,0,0
"16","PA4851_00745",0.168,0.287,0.048,1,2,1,0,0,0,0,0,0
"17","PA4851_00750",0.252,0.353,0.056,2,2,1,0,0,0,0,0,0
"18","PA4851_00845",0.488,0.288,0.37,2,2,2,0,0,0,0,0,0
"19","PA4851_00850",0.33,0.839,0.661,2,4,3,0,0,0,0,0,0
"20","PA4851_00900",0.118,0.481,0.091,1,2,1,0,0,0,0,0,0
"21","PA4851_00935",0.405,NA,0.717,2,NA,3,0,0,0,0,0,0
"22","PA4851_00960",NA,1,0.298,NA,4,2,0,0,0,0,0,0
"23","PA4851_01040",NA,0.701,0.41,NA,3,2,0,0,0,0,0,0
"24","PA4851_01060",0.169,0.649,0.16,1,3,1,0,0,0,0,0,0
"25","PA4851_01070",0.572,0.649,NA,3,3,NA,0,0,0,0,0,0
"26","PA4851_01095",0.059,NA,NA,1,NA,NA,0,0,0,0,0,0
"27","PA4851_01110",0.826,0.601,0.741,4,3,3,0,0,0,0,0,0
"28","PA4851_01125",0.075,NA,0.094,1,NA,1,0,0,0,0,0,0
"29","PA4851_01130",0.042,NA,0.053,1,NA,1,0,0,0,0,0,0
"30","PA4851_01135",0.08,NA,NA,1,NA,NA,0,0,0,0,0,0
"31","PA4851_01160",0.11,NA,0.076,1,NA,1,0,0,0,0,0,0
"32","PA4851_01185",NA,NA,0.425,NA,NA,2,0,0,0,0,0,0
"33","PA4851_01190",NA,NA,0.517,NA,NA,3,0,0,0,0,0,0
"34","PA4851_01210",NA,NA,0.174,NA,NA,1,0,0,0,0,0,0
"35","PA4851_01250",0.088,0.151,0.042,1,1,1,0,0,0,0,0,0
"36","PA4851_01280",NA,0.428,NA,NA,2,NA,0,0,0,0,0,0
"37","PA4851_01390",NA,0.148,NA,NA,1,NA,0,0,0,0,0,0
"38","PA4851_01580",0.726,0.681,0.951,3,3,4,0,0,0,0,0,0
"39","PA4851_01605",NA,0.321,NA,NA,2,NA,0,0,0,0,0,0
"40","PA4851_01645",NA,0.346,NA,NA,2,NA,0,0,0,0,0,0
"41","PA4851_01700",0.481,0.594,0.526,2,3,3,0,0,0,0,0,0
"42","PA4851_01735",NA,0.486,NA,NA,2,NA,0,0,0,0,0,0
"43","PA4851_01810",NA,NA,0.297,NA,NA,2,0,0,0,0,0,0
"44","PA4851_01865",0.397,NA,0.311,2,NA,2,0,0,0,0,0,0
"45","PA4851_01910",NA,0.321,NA,NA,2,NA,0,0,0,0,0,0
"46","PA4851_01915",NA,0.411,0.312,NA,2,2,0,0,0,0,0,0
"47","PA4851_01970",0.091,0.608,0.368,1,3,2,0,0,0,0,0,0
"48","PA4851_01985",NA,0.169,0.064,NA,1,1,0,0,0,0,0,0
"49","PA4851_02040",0.225,0.336,0.347,1,2,2,0,0,0,0,0,0
"50","PA4851_02075",NA,NA,0.104,NA,NA,1,0,0,0,0,0,0
"51","PA4851_02120",0.244,NA,0.261,1,NA,2,0,0,0,0,0,0
"52","PA4851_02170",0.519,0.512,0.482,3,3,2,0,0,0,0,0,0
"53","PA4851_02235",0.2,0.301,0.207,1,2,1,0,0,0,0,0,0
"54","PA4851_02270",0.162,0.348,0.053,1,2,1,0,0,0,0,0,0
"55","PA4851_02275",0.548,0.611,0.034,3,3,1,0,0,0,0,0,0
"56","PA4851_02295",0.12,NA,0.398,1,NA,2,0,0,0,0,0,0
"57","PA4851_02300",NA,0.432,NA,NA,2,NA,0,0,0,0,0,0
"58","PA4851_02320",0.16,NA,0.237,1,NA,1,0,0,0,0,0,0
"59","PA4851_02380",NA,0.398,0.055,NA,2,1,0,0,0,0,0,0
"60","PA4851_02425",0.359,NA,0.744,2,NA,3,0,0,0,0,0,0
"61","PA4851_02455",0.434,NA,NA,2,NA,NA,0,0,0,0,0,0
"62","PA4851_02485",0.224,NA,0.31,1,NA,2,0,0,0,0,0,0
"63","PA4851_02490",0.141,NA,0.185,1,NA,1,0,0,0,0,0,0
"64","PA4851_02515",0.227,NA,0.364,1,NA,2,0,0,0,0,0,0
"65","PA4851_02585",NA,0.329,NA,NA,2,NA,0,0,0,0,0,0
"66","PA4851_02685",0.223,NA,0.171,1,NA,1,0,0,0,0,0,0
"67","PA4851_02690",NA,0.47,NA,NA,2,NA,0,0,0,0,0,0
"68","PA4851_02695",NA,0.47,NA,NA,2,NA,0,0,0,0,0,0
"69","PA4851_02760",NA,NA,0.326,NA,NA,2,0,0,0,0,0,0
"70","PA4851_02800",0.179,NA,0.399,1,NA,2,0,0,0,0,0,0
"71","PA4851_02805",NA,0.169,NA,NA,1,NA,0,0,0,0,0,0
"72","PA4851_02810",0.209,NA,0.304,1,NA,2,0,0,0,0,0,0
"73","PA4851_02905",0.129,NA,0.164,1,NA,1,0,0,0,0,0,0
"74","PA4851_02930",0.038,0.324,0.036,1,2,1,0,0,0,0,0,0
"75","PA4851_02970",0.068,NA,NA,1,NA,NA,0,0,0,0,0,0
"76","PA4851_02980",0.417,NA,NA,2,NA,NA,0,0,0,0,0,0
"77","PA4851_02990",NA,NA,1,NA,NA,4,0,0,0,0,0,0
"78","PA4851_03030",NA,0.428,NA,NA,2,NA,0,0,0,0,0,0
"79","PA4851_03050",0.702,0.558,0.948,3,3,4,0,0,0,0,0,0
"80","PA4851_03060",0.826,NA,0.741,4,NA,3,0,0,0,0,0,0
"81","PA4851_03100",NA,NA,0.043,NA,NA,1,0,0,0,0,0,0
"82","PA4851_03120",0.047,NA,NA,1,NA,NA,0,0,0,0,0,0
"83","PA4851_03125",0.01,0.198,NA,1,1,NA,0,0,0,0,0,0
"84","PA4851_03130",NA,0.129,NA,NA,1,NA,0,0,0,0,0,0
"85","PA4851_03155",0.027,0.172,NA,1,1,NA,0,0,0,0,0,0
"86","PA4851_03175",NA,0.105,NA,NA,1,NA,0,0,0,0,0,0
"87","PA4851_03185",0.224,NA,NA,1,NA,NA,0,0,0,0,0,0
"88","PA4851_03205",NA,0.134,NA,NA,1,NA,0,0,0,0,0,0
"89","PA4851_03225",0.027,0.085,NA,1,1,NA,0,0,0,0,0,0
"90","PA4851_03230",0.028,NA,0.02,1,NA,1,0,0,0,0,0,0
"91","PA4851_03240",0.037,NA,NA,1,NA,NA,0,0,0,0,0,0
"92","PA4851_03245",0.035,NA,NA,1,NA,NA,0,0,0,0,0,0
"93","PA4851_03330",0.506,0.44,0.251,3,2,2,0,0,0,0,0,0
"94","PA4851_03340",NA,NA,0.312,NA,NA,2,0,0,0,0,0,0
"95","PA4851_03345",NA,0.321,NA,NA,2,NA,0,0,0,0,0,0
"96","PA4851_03440",0.304,0.608,0.402,2,3,2,0,0,0,0,0,0
"97","PA4851_03515",0.304,0.608,0.402,2,3,2,0,0,0,0,0,0
"98","PA4851_03770",0.642,NA,0.375,3,NA,2,0,0,0,0,0,0
"99","PA4851_03775",0.286,0.437,0.222,2,2,1,0,0,0,0,0,0
"100","PA4851_03840",0.088,NA,0.292,1,NA,2,0,0,0,0,0,0
"101","PA4851_03865",0.164,0.487,0.67,1,2,3,0,0,0,0,0,0
"102","PA4851_03895",0.126,NA,NA,1,NA,NA,0,0,0,0,0,0
"103","PA4851_03930",0.175,0.287,NA,1,2,NA,0,0,0,0,0,0
"104","PA4851_03950",NA,NA,0.499,NA,NA,2,0,0,0,0,0,0
"105","PA4851_04025",0.184,NA,0.028,1,NA,1,0,0,0,0,0,0
"106","PA4851_04030",0.915,1,0.726,4,4,3,0,0,0,0,0,0
"107","PA4851_04070",NA,0.373,NA,NA,2,NA,0,0,0,0,0,0
"108","PA4851_04090",0.199,0.335,0.046,1,2,1,0,0,0,0,0,0
"109","PA4851_04130",0.495,NA,0.464,2,NA,2,0,0,0,0,0,0
"110","PA4851_04215",NA,NA,0.21,NA,NA,1,0,0,0,0,0,0
"111","PA4851_04310",0.144,NA,0.299,1,NA,2,0,0,0,0,0,0
"112","PA4851_04445",0.342,0.443,0.217,2,2,1,0,0,0,0,0,0
"113","PA4851_04455",NA,NA,0.269,NA,NA,2,0,0,0,0,0,0
"114","PA4851_04475",0.217,NA,0.497,1,NA,2,0,0,0,0,0,0
"115","PA4851_04540",0.102,0.283,0.084,1,2,1,0,0,0,0,0,0
"116","PA4851_04595",0.068,0.456,0.032,1,2,1,0,0,0,0,0,0
"117","PA4851_04610",NA,0.756,0.751,NA,4,4,0,0,0,0,0,0
"118","PA4851_04630",0.164,NA,0.076,1,NA,1,0,0,0,0,0,0
"119","PA4851_04690",NA,0.432,NA,NA,2,NA,0,0,0,0,0,0
"120","PA4851_04695",0.086,0.783,0.177,1,4,1,0,0,0,0,0,0
"121","PA4851_04705",NA,NA,0.251,NA,NA,2,0,0,0,0,0,0
"122","PA4851_04725",0.454,NA,0.369,2,NA,2,0,0,0,0,0,0
"123","PA4851_04750",NA,NA,0.258,NA,NA,2,0,0,0,0,0,0
"124","PA4851_04760",0.554,NA,0.636,3,NA,3,0,0,0,0,0,0
"125","PA4851_04770",NA,0.346,NA,NA,2,NA,0,0,0,0,0,0
"126","PA4851_04775",0.176,0.367,0.471,1,2,2,0,0,0,0,0,0
"127","PA4851_04880",0.263,NA,0.215,2,NA,1,0,0,0,0,0,0
"128","PA4851_04975",0.107,0.232,0.258,1,1,2,0,0,0,0,0,0
"129","PA4851_05060",0.195,NA,0.047,1,NA,1,0,0,0,0,0,0
"130","PA4851_05105",NA,NA,0.128,NA,NA,1,0,0,0,0,0,0
"131","PA4851_05110",NA,NA,0.091,NA,NA,1,0,0,0,0,0,0
"132","PA4851_05175",0.193,0.838,NA,1,4,NA,0,0,0,0,0,0
"133","PA4851_05240",0.011,NA,NA,1,NA,NA,0,0,0,0,0,0
"134","PA4851_05245",0.176,0.38,0.145,1,2,1,0,0,0,0,0,0
"135","PA4851_05280",0.61,0.097,0.406,3,1,2,0,0,0,0,0,0
"136","PA4851_05400",0.232,0.514,0.361,1,3,2,0,0,0,0,0,0
"137","PA4851_05420",NA,NA,0.221,NA,NA,1,0,0,0,0,0,0
"138","PA4851_05525",NA,NA,0.784,NA,NA,4,0,0,0,0,0,0
"139","PA4851_05530",0.243,0.689,NA,1,3,NA,0,0,0,0,0,0
"140","PA4851_05545",0.178,0.407,NA,1,2,NA,0,0,0,0,0,0
"141","PA4851_05550",0.23,NA,0.196,1,NA,1,0,0,0,0,0,0
"142","PA4851_05555",NA,NA,0.127,NA,NA,1,0,0,0,0,0,0
"143","PA4851_05615",NA,NA,0.161,NA,NA,1,0,0,0,0,0,0
"144","PA4851_05675",0.519,NA,NA,3,NA,NA,0,0,0,0,0,0
"145","PA4851_05690",NA,0.342,NA,NA,2,NA,0,0,0,0,0,0
"146","PA4851_05730",1,0.165,NA,4,1,NA,0,0,0,0,0,0
"147","PA4851_05900",NA,0.67,NA,NA,3,NA,0,0,0,0,0,0
"148","PA4851_06065",0.126,0.215,0.161,1,1,1,0,0,0,0,0,0
"149","PA4851_06130",NA,0.47,0.049,NA,2,1,0,0,0,0,0,0
"150","PA4851_06145",NA,0.448,0.205,NA,2,1,0,0,0,0,0,0
"151","PA4851_06185",NA,0.536,NA,NA,3,NA,0,0,0,0,0,0
"152","PA4851_06270",NA,0.321,NA,NA,2,NA,0,0,0,0,0,0
"153","PA4851_06300",0.113,0.435,0.083,1,2,1,0,0,0,0,0,0
"154","PA4851_06325",0.123,0.218,NA,1,1,NA,0,0,0,0,0,0
"155","PA4851_06365",0.761,NA,0.537,4,NA,3,0,0,0,0,0,0
"156","PA4851_06460",NA,NA,0.095,NA,NA,1,0,0,0,0,0,0
"157","PA4851_06480",NA,0.584,NA,NA,3,NA,0,0,0,0,0,0
"158","PA4851_06490",NA,NA,0.119,NA,NA,1,0,0,0,0,0,0
"159","PA4851_06495",NA,NA,0.542,NA,NA,3,0,0,0,0,0,0
"160","PA4851_06510",NA,0.169,NA,NA,1,NA,0,0,0,0,0,0
"161","PA4851_06670",0.068,NA,NA,1,NA,NA,0,0,0,0,0,0
"162","PA4851_06740",0.753,0.461,NA,4,2,NA,0,0,0,0,0,0
"163","PA4851_06745",1,NA,NA,4,NA,NA,0,0,0,0,0,0
"164","PA4851_06765",0.103,0.164,0.304,1,1,2,0,0,0,0,0,0
"165","PA4851_07260",0.265,NA,0.316,2,NA,2,0,0,0,0,0,0
"166","PA4851_07370",0.209,0.597,0.393,1,3,2,0,0,0,0,0,0
"167","PA4851_07395",NA,0.319,NA,NA,2,NA,0,0,0,0,0,0
"168","PA4851_07425",NA,NA,0.219,NA,NA,1,0,0,0,0,0,0
"169","PA4851_07465",0.225,0.336,0.347,1,2,2,0,0,0,0,0,0
"170","PA4851_07525",0.095,NA,0.231,1,NA,1,0,0,0,0,0,0
"171","PA4851_07575",NA,0.346,NA,NA,2,NA,0,0,0,0,0,0
"172","PA4851_07645",NA,0.409,0.119,NA,2,1,0,0,0,0,0,0
"173","PA4851_07665",0.146,0.169,NA,1,1,NA,0,0,0,0,0,0
"174","PA4851_07720",NA,0.488,NA,NA,2,NA,0,0,0,0,0,0
"175","PA4851_07725",NA,0.321,NA,NA,2,NA,0,0,0,0,0,0
"176","PA4851_07750",NA,0.428,0.059,NA,2,1,0,0,0,0,0,0
"177","PA4851_07765",NA,0.222,NA,NA,1,NA,0,0,0,0,0,0
"178","PA4851_07790",0.287,NA,0.17,2,NA,1,0,0,0,0,0,0
"179","PA4851_07835",NA,1,0.676,NA,4,3,0,0,0,0,0,0
"180","PA4851_07840",NA,1,0.847,NA,4,4,0,0,0,0,0,0
"181","PA4851_08010",0.14,0.218,0.05,1,1,1,0,0,0,0,0,0
"182","PA4851_08070",NA,0.321,NA,NA,2,NA,0,0,0,0,0,0
"183","PA4851_08080",0.62,0.883,0.566,3,4,3,0,0,0,0,0,0
"184","PA4851_08090",0.089,NA,NA,1,NA,NA,0,0,0,0,0,0
"185","PA4851_08105",0.233,NA,NA,1,NA,NA,0,0,0,0,0,0
"186","PA4851_08205",NA,NA,0.078,NA,NA,1,0,0,0,0,0,0
"187","PA4851_08245",NA,0.321,NA,NA,2,NA,0,0,0,0,0,0
"188","PA4851_08340",0.214,0.323,0.323,1,2,2,0,0,0,0,0,0
"189","PA4851_08370",0.271,NA,0.163,2,NA,1,0,0,0,0,0,0
"190","PA4851_08405",0.656,0.79,0.821,3,4,4,0,0,0,0,0,0
"191","PA4851_08460",0.613,0.849,NA,3,4,NA,0,0,0,0,0,0
"192","PA4851_08475",0.252,NA,0.581,2,NA,3,0,0,0,0,0,0
"193","PA4851_08515",0.606,0.839,0.753,3,4,4,0,0,0,0,0,0
"194","PA4851_08600",0.303,0.676,0.518,2,3,3,0,0,0,0,0,0
"195","PA4851_08695",NA,0.322,NA,NA,2,NA,0,0,0,0,0,0
"196","PA4851_08700",NA,0.48,NA,NA,2,NA,0,0,0,0,0,0
"197","PA4851_08720",1,NA,0.64,4,NA,3,0,0,0,0,0,0
"198","PA4851_08755",NA,0.169,NA,NA,1,NA,0,0,0,0,0,0
"199","PA4851_08770",NA,1,NA,NA,4,NA,0,0,0,0,0,0
"200","PA4851_08815",0.378,0.387,NA,2,2,NA,0,0,0,0,0,0
"201","PA4851_09050",0.266,NA,0.152,2,NA,1,0,0,0,0,0,0
"202","PA4851_09140",0.109,0.109,0.133,1,1,1,0,0,0,0,0,0
"203","PA4851_09150",0.185,NA,0.154,1,NA,1,0,0,0,0,0,0
"204","PA4851_09155",0.061,NA,0.097,1,NA,1,0,0,0,0,0,0
"205","PA4851_09160",0.044,0.301,NA,1,2,NA,0,0,0,0,0,0
"206","PA4851_09345",0.034,0.47,0.299,1,2,2,0,0,0,0,0,0
"207","PA4851_09350",0.212,NA,0.393,1,NA,2,0,0,0,0,0,0
"208","PA4851_09400",NA,0.156,NA,NA,1,NA,0,0,0,0,0,0
"209","PA4851_09445",NA,0.574,NA,NA,3,NA,0,0,0,0,0,0
"210","PA4851_09585",NA,0.392,0.105,NA,2,1,0,0,0,0,0,0
"211","PA4851_09600",0.617,0.73,0.641,3,3,3,0,0,0,0,0,0
"212","PA4851_09610",0.332,0.731,0.397,2,3,2,0,0,0,0,0,0
"213","PA4851_09635",NA,0.428,NA,NA,2,NA,0,0,0,0,0,0
"214","PA4851_09830",NA,0.379,NA,NA,2,NA,0,0,0,0,0,0
"215","PA4851_09900",0.384,0.357,0.35,2,2,2,0,0,0,0,0,0
"216","PA4851_10095",0.209,0.265,0.257,1,2,2,0,0,0,0,0,0
"217","PA4851_10185",0.168,0.673,0.624,1,3,3,0,0,0,0,0,0
"218","PA4851_10210",0.115,NA,0.666,1,NA,3,0,0,0,0,0,0
"219","PA4851_10235",NA,0.649,NA,NA,3,NA,0,0,0,0,0,0
"220","PA4851_10365",0.173,0.107,0.184,1,1,1,0,0,0,0,0,0
"221","PA4851_10470",0.662,0.696,0.442,3,3,2,0,0,0,0,0,0
"222","PA4851_10475",NA,NA,0.479,NA,NA,2,0,0,0,0,0,0
"223","PA4851_10555",0.405,NA,NA,2,NA,NA,0,0,0,0,0,0
"224","PA4851_10640",NA,0.563,0.081,NA,3,1,0,0,0,0,0,0
"225","PA4851_10690",0.683,0.451,0.672,3,2,3,0,0,0,0,0,0
"226","PA4851_10800",NA,NA,0.071,NA,NA,1,0,0,0,0,0,0
"227","PA4851_10815",NA,NA,0.315,NA,NA,2,0,0,0,0,0,0
"228","PA4851_10950",0.208,0.131,0.298,1,1,2,0,0,0,0,0,0
"229","PA4851_11035",0.046,NA,NA,1,NA,NA,0,0,0,0,0,0
"230","PA4851_11110",0.231,NA,0.244,1,NA,1,0,0,0,0,0,0
"231","PA4851_11115",NA,NA,0.44,NA,NA,2,0,0,0,0,0,0
"232","PA4851_11120",NA,NA,0.094,NA,NA,1,0,0,0,0,0,0
"233","PA4851_11230",0.093,NA,0.25,1,NA,1,0,0,0,0,0,0
"234","PA4851_11280",NA,0.392,0.105,NA,2,1,0,0,0,0,0,0
"235","PA4851_11300",0.059,0.393,0.165,1,2,1,0,0,0,0,0,0
"236","PA4851_11305",1,NA,0.947,4,NA,4,0,0,0,0,0,0
"237","PA4851_11375",0.07,NA,0.094,1,NA,1,0,0,0,0,0,0
"238","PA4851_11455",NA,NA,0.106,NA,NA,1,0,0,0,0,0,0
"239","PA4851_11600",0.134,0.233,0.234,1,1,1,0,0,0,0,0,0
"240","PA4851_11630",0.057,0.257,0.085,1,2,1,0,0,0,0,0,0
"241","PA4851_11720",0.033,0.313,NA,1,2,NA,0,0,0,0,0,0
"242","PA4851_11740",NA,0.356,NA,NA,2,NA,0,0,0,0,0,0
"243","PA4851_11745",NA,NA,0.08,NA,NA,1,0,0,0,0,0,0
"244","PA4851_11795",NA,0.299,0.228,NA,2,1,0,0,0,0,0,0
"245","PA4851_12050",0.805,NA,0.427,4,NA,2,0,0,0,0,0,0
"246","PA4851_12205",NA,NA,0.083,NA,NA,1,0,0,0,0,0,0
"247","PA4851_12215",NA,NA,0.083,NA,NA,1,0,0,0,0,0,0
"248","PA4851_12395",0.146,NA,0.148,1,NA,1,0,0,0,0,0,0
"249","PA4851_12415",0.119,NA,0.233,1,NA,1,0,0,0,0,0,0
"250","PA4851_12530",0.126,0.432,0.143,1,2,1,0,0,0,0,0,0
"251","PA4851_12590",NA,0.475,0.027,NA,2,1,0,0,0,0,0,0
"252","PA4851_12815",0.23,0.57,0.398,1,3,2,0,0,0,0,0,0
"253","PA4851_12845",NA,0.155,NA,NA,1,NA,0,0,0,0,0,0
"254","PA4851_12855",NA,0.143,NA,NA,1,NA,0,0,0,0,0,0
"255","PA4851_12860",0.054,0.153,NA,1,1,NA,0,0,0,0,0,0
"256","PA4851_12870",NA,0.117,NA,NA,1,NA,0,0,0,0,0,0
"257","PA4851_12910",0.034,0.131,NA,1,1,NA,0,0,0,0,0,0
"258","PA4851_12955",NA,0.152,NA,NA,1,NA,0,0,0,0,0,0
"259","PA4851_12975",0.019,0.059,0.269,1,1,2,0,0,0,0,0,0
"260","PA4851_13005",NA,0.213,NA,NA,1,NA,0,0,0,0,0,0
"261","PA4851_13080",0.042,0.024,NA,1,1,NA,0,0,0,0,0,0
"262","PA4851_13230",0.111,0.151,0.123,1,1,1,0,0,0,0,0,0
"263","PA4851_13375",0.185,0.065,0.154,1,1,1,0,0,0,0,0,0
"264","PA4851_13430",NA,NA,0.561,NA,NA,3,0,0,0,0,0,0
"265","PA4851_13490",0.293,0.48,0.4,2,2,2,0,0,0,0,0,0
"266","PA4851_13595",0.266,0.465,0.25,2,2,1,0,0,0,0,0,0
"267","PA4851_13610",0.354,0.565,NA,2,3,NA,0,0,0,0,0,0
"268","PA4851_13650",0.223,0.392,NA,1,2,NA,0,0,0,0,0,0
"269","PA4851_13805",0.2,NA,0.137,1,NA,1,0,0,0,0,0,0
"270","PA4851_13810",0.077,0.137,NA,1,1,NA,0,0,0,0,0,0
"271","PA4851_13890",NA,NA,0.638,NA,NA,3,0,0,0,0,0,0
"272","PA4851_13940",NA,NA,0.638,NA,NA,3,0,0,0,0,0,0
"273","PA4851_13995",NA,NA,0.293,NA,NA,2,0,0,0,0,0,0
"274","PA4851_14030",0.07,NA,0.094,1,NA,1,0,0,0,0,0,0
"275","PA4851_14135",NA,NA,0.1,NA,NA,1,0,0,0,0,0,0
"276","PA4851_14195",0.122,NA,0.117,1,NA,1,0,0,0,0,0,0
"277","PA4851_14210",NA,NA,0.07,NA,NA,1,0,0,0,0,0,0
"278","PA4851_14310",0.103,NA,0.051,1,NA,1,0,0,0,0,0,0
"279","PA4851_14350",0.201,0.043,0.038,1,1,1,0,0,0,0,0,0
"280","PA4851_14380",NA,NA,0.228,NA,NA,1,0,0,0,0,0,0
"281","PA4851_14390",0.243,NA,0.103,1,NA,1,0,0,0,0,0,0
"282","PA4851_14495",0.203,0.449,NA,1,2,NA,0,0,0,0,0,0
"283","PA4851_14720",0.433,0.806,0.745,2,4,3,0,0,0,0,0,0
"284","PA4851_14810",NA,NA,0.077,NA,NA,1,0,0,0,0,0,0
"285","PA4851_14860",0.478,NA,0.338,2,NA,2,0,0,0,0,0,0
"286","PA4851_14900",0.193,0.796,0.099,1,4,1,0,0,0,0,0,0
"287","PA4851_14925",0.213,0.151,0.178,1,1,1,0,0,0,0,0,0
"288","PA4851_14955",0.125,NA,NA,1,NA,NA,0,0,0,0,0,0
"289","PA4851_14980",NA,NA,0.308,NA,NA,2,0,0,0,0,0,0
"290","PA4851_15005",0.178,0.359,0.106,1,2,1,0,0,0,0,0,0
"291","PA4851_15065",NA,0.42,0.308,NA,2,2,0,0,0,0,0,0
"292","PA4851_15080",0.07,NA,0.094,1,NA,1,0,0,0,0,0,0
"293","PA4851_15120",0.12,0.228,0.309,1,1,2,0,0,0,0,0,0
"294","PA4851_15125",0.104,NA,0.324,1,NA,2,0,0,0,0,0,0
"295","PA4851_15155",0.546,NA,0.453,3,NA,2,0,0,0,0,0,0
"296","PA4851_15175",0.156,NA,0.19,1,NA,1,0,0,0,0,0,0
"297","PA4851_15245",NA,NA,0.304,NA,NA,2,0,0,0,0,0,0
"298","PA4851_15270",0.131,NA,0.226,1,NA,1,0,0,0,0,0,0
"299","PA4851_15320",0.055,0.583,0.124,1,3,1,0,0,0,0,0,0
"300","PA4851_15365",0.069,0.374,0.296,1,2,2,0,0,0,0,0,0
"301","PA4851_15645",0.07,NA,0.171,1,NA,1,0,0,0,0,0,0
"302","PA4851_15750",0.284,NA,0.344,2,NA,2,0,0,0,0,0,0
"303","PA4851_15760",NA,0.293,NA,NA,2,NA,0,0,0,0,0,0
"304","PA4851_15890",0.046,0.3,NA,1,2,NA,0,0,0,0,0,0
"305","PA4851_15905",0.282,NA,0.113,2,NA,1,0,0,0,0,0,0
"306","PA4851_16025",0.195,0.459,0.133,1,2,1,0,0,0,0,0,0
"307","PA4851_16060",0.114,NA,0.169,1,NA,1,0,0,0,0,0,0
"308","PA4851_16130",NA,NA,0.169,NA,NA,1,0,0,0,0,0,0
"309","PA4851_16170",NA,0.769,0.543,NA,4,3,0,0,0,0,0,0
"310","PA4851_16190",0.252,0.371,0.17,2,2,1,0,0,0,0,0,0
"311","PA4851_16435",0.048,NA,0.231,1,NA,1,0,0,0,0,0,0
"312","PA4851_16440",0.224,NA,0.31,1,NA,2,0,0,0,0,0,0
"313","PA4851_16460",0.138,NA,0.163,1,NA,1,0,0,0,0,0,0
"314","PA4851_16480",0.145,NA,0.198,1,NA,1,0,0,0,0,0,0
"315","PA4851_16515",0.169,0.232,0.256,1,1,2,0,0,0,0,0,0
"316","PA4851_16640",0.233,0.382,0.337,1,2,2,0,0,0,0,0,0
"317","PA4851_16780",0.316,0.763,0.37,2,4,2,0,0,0,0,0,0
"318","PA4851_16820",0.216,0.347,0.264,1,2,2,0,0,0,0,0,0
"319","PA4851_16830",0.028,NA,NA,1,NA,NA,0,0,0,0,0,0
"320","PA4851_16865",NA,0.346,NA,NA,2,NA,0,0,0,0,0,0
"321","PA4851_16935",0.244,NA,0.603,1,NA,3,0,0,0,0,0,0
"322","PA4851_17020",0.101,NA,NA,1,NA,NA,0,0,0,0,0,0
"323","PA4851_17025",0.089,NA,NA,1,NA,NA,0,0,0,0,0,0
"324","PA4851_17030",0.454,0.189,0.369,2,1,2,0,0,0,0,0,0
"325","PA4851_17220",0.671,0.708,0.747,3,3,3,0,0,0,0,0,0
"326","PA4851_17235",NA,NA,0.462,NA,NA,2,0,0,0,0,0,0
"327","PA4851_17305",0.068,0.267,0.1,1,2,1,0,0,0,0,0,0
"328","PA4851_17330",0.157,0.218,0.244,1,1,1,0,0,0,0,0,0
"329","PA4851_17360",0.247,NA,0.344,1,NA,2,0,0,0,0,0,0
"330","PA4851_17365",NA,0.148,NA,NA,1,NA,0,0,0,0,0,0
"331","PA4851_17420",0.642,NA,0.375,3,NA,2,0,0,0,0,0,0
"332","PA4851_17425",0.286,0.437,0.222,2,2,1,0,0,0,0,0,0
"333","PA4851_17485",0.396,0.883,0.529,2,4,3,0,0,0,0,0,0
"334","PA4851_17515",0.079,NA,0.153,1,NA,1,0,0,0,0,0,0
"335","PA4851_17545",0.289,NA,0.145,2,NA,1,0,0,0,0,0,0
"336","PA4851_17550",0.318,NA,0.464,2,NA,2,0,0,0,0,0,0
"337","PA4851_17565",0.049,0.155,0.468,1,1,2,0,0,0,0,0,0
"338","PA4851_17600",0.446,0.512,NA,2,3,NA,0,0,0,0,0,0
"339","PA4851_17780",NA,NA,0.316,NA,NA,2,0,0,0,0,0,0
